x
Fbxl12_3
Fbxl13_2
Fbxl14_2
Fbxl15_1
Fbxl19_1
Fbxl2_1
Fbxl20_1
Fbxl20_2
Fbxl20_3
Fbxl3_3
Fbxl4_1
Fbxl5_1
Fbxl6_3
Fbxl7_1
Fbxl7_2
Fbxl7_3
Fbxl8_3
Fbxo10_1
Fbxo11_1
Fbxo15_1
Fbxo17_2
Fbxo18_2
Fbxo2_3
Fbxo22_1
Fbxo25_1
Fbxo25_2
Fbxo25_3
Fbxo27_2
Fbxo3_3
Fbxo30_2
Fbxo30_3
Fbxo31_2
Fbxo31_3
Fbxo32_2
Fbxo33_2
Fbxo4_2
Fbxo40_1
Fbxo44_3
Fbxo45_1
Fbxo45_2
Fbxo45_3
Fbxo7_3
Fbxo9_1
Fbxw10_1
Fbxw15_1
Fbxw2_2
Fbxw2_3
Fbxw4_1
Fbxw5_3
Fbxw7_1
Fbxw8_3
Fem1b_3
Fem1c_2
Flt3_2
Fmr1_2
Foxo1_3
Foxo3_2
G2e3_2
Gan_2
Glmn_3
Gm10696_3
Gm12361_3
Gm15800_2
Gm18806_3
Gm18856_1
Gm19037_3
Gm19741_2
Gm19741_3
Gm35339_2
Gm3701_3
Gm44505_1
Gm44505_2
Gm44505_3
Gm4778_1
Gm4858_1
Gm5286_1
Gm5773_2
Gm7075_3
Gm9008_3
Gm9117_2
Gm9125_2
Gm9840_2
Gm9847_1
Gmcl1_3
Gmnn_3
Gnb1_2
Gnb1l_1
Gnb1l_2
Gnb3_2
Gnb5_3
Grb10_3
Grwd1_1
Gtf3c2_2
Gzf1_2
H2afx_2
Hace1_2
Hectd2_2
Hectd3_3
Hecw2_2
Herc1_2
Herc1_3
Herc2_2
Herc3_1
Herc4_3
Herc6_2
Hes5_1
Hic1_1
Hic1_3
Hic2_1
Hic2_2
Hic2_3
Hoxb4_1
Hoxb4_2
Htra2_1
Ibtk_2
Icos_2
Ift122_3
Igf1r_1
Ikbkg_3
Il10_3
Il17a_1
Ing1_2
Ing1_3
Ing2_1
Ing4_2
Ing5_1
Ipp_3
Irf2bp1_1
Irf2bpl_1
Irs1_1
Itch_1
Itch_2
Itch_3
Ivns1abp_3
Jade1_3
Jade2_1
Kat2b_1
Kat6a_3
Katnb1_1
Kbtbd2_2
Kbtbd3_1
Kbtbd4_3
Kbtbd6_2
Kbtbd7_1
Kbtbd8_2
Kcmf1_3
Kctd10_3
Kctd11_1
Kctd11_2
Kctd11_3
Kctd13_3
Kctd17_3
Kctd2_1
Kctd21_3
Kctd3_2
Kctd6_3
Kctd9_1
Kdm2b_2
Kdm4a_3
Kdm5a_1
Kdm5d_1
Kdm7a_2
Kif21a_1
Kif21b_2
Klhl1_1
Klhl11_1
Klhl12_2
Klhl13_1
Klhl14_3
Klhl15_1
Klhl17_3
Klhl18_3
Klhl2_2
Klhl20_1
Klhl21_3
Klhl22_2
Klhl23_1
Klhl24_2
Klhl25_3
Klhl26_3
Klhl28_2
Klhl29_2
Klhl3_3
Klhl30_3
Klhl31_2
Klhl32_1
Klhl34_2
Klhl35_3
Klhl36_2
Klhl38_2
Klhl4_3
Klhl41_1
Klhl42_3
Klhl5_2
Klhl6_2
Klhl7_2
Klhl8_1
Kmt2a_2
Kmt2c_2
Ldb2_3
Lif_1
Lifr_1
Llgl1_1
Llgl2_1
Llgl2_2
Llgl2_3
Lnx1_2
LOC100861784_1
LOC101055995_1
LOC102637711_3
LOC108168312_1
Lonrf2_1
Lonrf2_2
Lonrf3_1
Lrba_1
Lrch2_3
Lrp8_1
Lrp8_2
Lrp8_3
Lrrc31_3
Lrrc41_3
Lrrc55_3
Lrrc57_3
Lrrk2_2
Lrsam1_2
Lrwd1_2
Ltbr_1
Ltn1_3
Map2k4_2
Map3k1_3
Map3k14_2
Map3k7_2
Mapk7_2
Mapk8_3
Mapkbp1_2
March1_2
March10_3
March11_1
March2_2
March3_1
March3_2
March3_3
March4_2
March5_3
March7_3
March8_3
March9_1
March9_3
Mavs_1
Mei4_1
Mex3c_1
Mib2_2
Mid1_1
Mid2_3
Mios_3
Mkrn1_1
Mkrn2_1
Mnat1_3
Mst1r_1
Msx1_1
Mtf2_2
Mthfs_2
Mthfsl_1
Mul1_1
Mycbp2_1
Myh10_3
Mylip_2
Mynn_2
Nacc2_1
Nanog_1
Nbeal1_3
Nbeal2_2
Ndfip1_1
Ndn_2
Nedd1_3
Nedd4_2
Nedd4l_1
Nedd4l_2
Neurl1a_3
Neurl1b_2
Neurl1b_3
Neurl2_3
Neurl3_1
Nfatc1_1
Nfatc3_1
Nfx1_2
Nhlrc1_2
Nle1_1
Nlrp3_2
Nol10_3
Nos2_2
Notch1_2
Npm1_2
Nr1h3_3
Nr4a1_1
Nrip1_3
Nsmaf_2
Nsmce1_1
Nsmce2_1
Nsmce2_2
Nsmce2_3
Ntrk1_3
Nup37_1
Nwd1_3
Omd_2
Ostm1_3
Pam_2
Park2_3
Parp9_1
Pcgf3_1
Pcgf3_2
Pcgf3_3
Pcgf5_1
Pdcd6ip_2
Pdlim2_1
Pdlim2_2
Pdlim2_3
Pdzrn3_3
Pdzrn4_1
Pdzrn4_2
Peli2_2
Peli3_1
Pet2_3
Pex10_1
Pex12_2
Pex2_3
Pex7_3
Pgr_2
Phf1_3
Phf10_3
Phf14_3
Phf2_1
Phf7_3
Phip_2
Phrf1_1
Phrf1_2
Phrf1_3
Pias2_1
Pias2_2
Pias2_3
Pias3_3
Pink1_3
Pja1_3
Pja2_1
Pja2_2
Plk1_1
Pml_2
Poc1a_3
Poc1b_1
Ppara_2
Ppp1r11_1
Ppp2r2a_3
Ppp2r2b_3
Ppp2r2c_2
Ppp2r2d_3
Ptk2_1
Pwp1_3
Rab1b_1
Rab1b_2
Rab1b_3
Rab40b_1
Rab40c_2
Rad18_1
Rag1_3
Rasd2_1
Rbbp7_3
Rbp2_3
Rc3h2_2
Rcbtb1_1
Rcbtb1_2
Rcbtb1_3
Rcbtb2_1
Rchy1_1
Rffl_1
Rfpl4b_3
Rfwd3_1
Rho_2
Rhobtb1_2
Rhobtb2_2
Rhobtb3_2
Rims1_2
Rmnd5a_3
Rnf11_3
Rnf112_2
Rnf113a1_2
Rnf113a2_1
Rnf114_3
Rnf121_1
Rnf122_3
Rnf123_1
Rnf125_2
Rnf126_1
Rnf128_2
Rnf13_2
Rnf130_1
Rnf130_2
Rnf133_1
Rnf135_3
Rnf138_1
Rnf138_2
Rnf138_3
Rnf138rt1_3
Rnf139_1
Rnf14_1
Rnf141_3
Rnf144a_3
Rnf144b_1
Rnf145_2
Rnf146_2
Rnf148_3
Rnf149_1
Rnf150_2
Rnf151_1
Rnf152_2
Rnf152_3
Rnf157_3
Rnf165_2
Rnf166_1
Rnf167_2
Rnf169_2
Rnf170_1
Rnf170_2
Rnf170_3
Rnf180_1
Rnf182_1
Rnf183_2
Rnf185_1
Rnf186_3
Rnf187_3
Rnf19a_2
Rnf19b_2
Rnf2_1
Rnf208_1
Rnf212_1
Rnf213_1
Rnf215_3
Rnf216_3
Rnf217_1
Rnf220_2
Rnf223_1
Rnf225_3
Rnf24_1
Rnf25_2
Rnf26_3
Rnf32_1
Rnf34_3
Rnf38_1
Rnf38_2
Rnf38_3
Rnf39_3
Rnf4_3
Rnf41_3
Rnf43_3
Rnf6_2
Rnf8_3
Rnf8.cmtr1_1
Rnf8.cmtr1_2
Rnf8.cmtr1_3
Rnft1_2
Rnft1_3
Rnft2_1
Rspry1_1
Rybp_1
Rybp_2
Sag_2
Sag_3
Scnn1a_2
Sec31b_3
Sept4_1
Sh3rf1_3
Sh3rf2_1
Sh3rf2_2
Sh3rf2_3
Sh3rf3_3
Shkbp1_2
Shprh_2
Siah1.ps1_1
Siah1.ps1_2
Siah1.ps1_3
Siah1.ps2_1
Siah1.ps2_3
Siah1a_3
Siah1b_1
Siah2_3
Siah3_2
Skp2_1
Slitrk5_3
Smad1_2
Smad3_1
Smad7_1
Smad7_2
Smurf1_2
Smurf2_1
Smyd1_3
Snai1_1
Snca_2
Socs1_3
Socs2_1
Socs4_3
Socs5_2
Socs6_1
Socs7_3
Spag16_3
Spopl_1
Spopl_2
Spsb1_2
Spsb2_1
Spsb2_2
Spsb2_3
Spsb4_1
Spsb4_2
Spsb4_3
Src_2
Stat1_1
Strn_1
Strn3_1
Strn4_3
Stxbp5_2
Stxbp5l_1
Sumo1_1
Tab1_3
Tbc1d31_3
Tbl1x_3
Tbl2_3
Tdpoz1_1
Tdpoz2_1
Tdpoz3_3
Tdpoz5_2
Tep1_3
Tle1_2
Tle2_1
Tle3_2
Tle4_1
Tle6_2
Tlr2_1
Tmem129_2
Tmem173_3
Tmem183a_1
Tmf1_1
Tnfaip1_1
Tnfsf11_2
Topors_2
Tradd_1
Traf3ip2_1
Traf4_3
Traf7_2
Traip_2
Trim10_1
Trim11_3
Trim12a_1
Trim12a_3
Trim12c_3
Trim13_2
Trim16_3
Trim17_1
Trim17_2
Trim17_3
Trim2_1
Trim21_1
Trim23_1
Trim25_2
Trim26_1
Trim26_2
Trim26_3
Trim27_1
Trim30a_1
Trim30b_1
Trim30b_2
Trim30c_3
Trim30d_1
Trim31_3
Trim32_1
Trim34b_3
Trim35_1
Trim36_3
Trim37_3
Trim38_1
Trim39_3
Trim40_3
Trim41_1
Trim41_2
Trim43c_3
Trim45_1
Trim46_1
Trim47_3
Trim5_3
Trim50_3
Trim52_3
Trim54_2
Trim55_2
Trim56_3
Trim58_1
Trim59_1
Trim59_2
Trim59_3
Trim6_1
Trim60_1
Trim62_2
Trim63_1
Trim63_2
Trim63_3
Trim65_1
Trim65_2
Trim65_3
Trim67_1
Trim68_2
Trim69_1
Trim7_3
Trim71_1
Trim72_3
Trim75_2
Trim8_3
Trim80_3
Trim9_3
Triml1_1
Triml2_3
Trpc4ap_2
Tssc1_2
Ttc3_2
Ttll3_2
Ttll8_3
Ubac1_2
Ube2c_3
Ube2cbp_3
Ube2d1_2
Ube2d2a_3
Ube2j2_2
Ube2o_3
Ube3a_2
Ube4a_1
Ube4b_2
Ubox5_2
Ubr1_1
Ubr3_1
Ubr7_2
Ufm1_1
Uhrf2_1
Unkl_1
Usp28_3
Vdr_1
Vldlr_1
Vps18_1
Vps18_3
Vps41_3
Wdfy1_1
Wdfy2_1
Wdfy4_3
Wdr11_1
Wdr12_1
Wdr13_2
Wdr17_1
Wdr18_2
Wdr20_3
Wdr20rt_1
Wdr24_2
Wdr25_1
Wdr31_2
Wdr31_3
Wdr34_1
Wdr34_3
Wdr36_3
Wdr37_1
Wdr38_2
Wdr41_3
Wdr44_1
Wdr45_3
Wdr45b_3
Wdr47_1
Wdr48_3
Wdr49_1
Wdr49_2
Wdr53_1
Wdr53_2
Wdr54_2
Wdr55_1
Wdr59_2
Wdr5b_2
Wdr6_1
Wdr6_2
Wdr6_3
Wdr60_2
Wdr62_2
Wdr63_2
Wdr64_3
Wdr66_3
Wdr7_3
Wdr72_3
Wdr73_3
Wdr76_2
Wdr78_1
Wdr86_3
Wdr89_2
Wdr90_3
Wdr91_2
Wdr92_3
Wdr95_1
Wdtc1_3
Whsc1l1_2
Wipi2_1
Wrap53_2
Wrap73_2
Wsb1_1
Wsb2_3
Wwp1_1
Wwp2_3
Wwtr1_1
X4921501E09Rik_1
X4921501E09Rik_2
X4921501E09Rik_3
X4930595M18Rik_1
X4930595M18Rik_2
X4930595M18Rik_3
X8030462N17Rik_1
X8030462N17Rik_2
X8030462N17Rik_3
Xiap_3
Zbtb1_1
Zbtb10_3
Zbtb16_3
Zbtb18_3
Zbtb21_2
Zbtb22_1
Zbtb24_3
Zbtb25_3
Zbtb3_1
Zbtb3_2
Zbtb33_1
Zbtb34_2
Zbtb37_1
Zbtb37_3
Zbtb38_2
Zbtb39_2
Zbtb4_2
Zbtb40_2
Zbtb41_3
Zbtb42_1
Zbtb43_3
Zbtb44_3
Zbtb45_3
Zbtb46_1
Zbtb48_1
Zbtb49_3
Zbtb5_3
Zbtb6_1
Zbtb6_3
Zbtb7c_1
Zbtb8b_2
Zbtb9_2
Zc3hc1_1
Zfp131_1
Zfp451_3
Zfp512b_3
Zfp598_1
Zfp651_2
Zfp91_3
Zmiz2_2
Znrf1_3
Znrf2_2
Znrf4_2
Zpbp2_3
Zswim2_1
Zswim2_2
Zswim2_3
